questionId,trade_count,q1,q2,q3,q4,setA,setB,setN,active
876,17,F,F,T,F,T,F,F,Y
877,3,F,F,T,F,F,T,F,N
878,4,F,F,T,F,F,T,F,N
879,2,F,F,T,F,F,F,T,N
880,12,F,F,T,F,F,T,F,N
882,0,F,F,T,F,F,F,T,N
883,0,F,F,T,F,F,F,T,N
884,1,F,F,T,F,F,F,T,N
885,0,F,F,T,F,F,F,T,N
887,0,F,F,T,F,F,F,T,N
888,7,F,F,T,F,F,F,T,N
892,0,F,F,T,F,F,F,T,N
894,0,F,F,T,F,F,T,F,N
895,12,F,F,T,F,T,F,F,Y
896,1,F,F,T,F,F,T,F,N
897,0,F,F,T,F,T,F,F,Y
898,0,F,F,T,F,F,T,F,N
899,0,F,F,T,F,F,T,F,N
900,89,F,F,T,F,T,F,F,Y
901,3,F,F,T,F,F,T,F,N
902,11,F,F,T,F,F,F,T,N
905,42,F,F,T,F,T,F,F,Y
906,12,F,F,T,F,F,T,F,N
907,11,F,F,T,F,F,T,F,N
908,0,F,F,T,F,F,F,T,N
909,9,F,F,T,F,F,F,T,N
910,54,F,F,T,F,T,F,F,Y
912,1,F,F,T,F,F,F,T,N
913,0,F,F,T,F,F,F,T,N
914,1,F,F,T,F,F,F,T,N
915,0,F,F,T,F,F,F,T,N
916,1,F,F,T,F,F,F,T,N
917,18,F,F,T,F,F,T,F,N
918,63,F,F,T,F,T,F,F,Y
919,44,F,F,T,F,F,F,T,N
920,0,F,F,T,F,T,F,F,Y
921,1,F,F,T,F,F,F,T,N
922,0,F,F,T,F,T,F,F,Y
923,0,F,F,T,F,T,F,F,Y
924,8,F,F,T,F,F,T,F,N
925,0,F,F,T,F,T,F,F,Y
926,40,F,F,T,F,T,F,F,Y
927,56,F,F,T,F,T,F,F,Y
928,3,F,F,T,F,F,T,F,N
929,16,F,F,T,F,T,F,F,Y
931,4,F,F,T,F,T,F,F,Y
932,1,F,F,T,F,F,T,F,N
933,18,F,F,T,F,T,F,F,Y
934,1,F,F,T,F,F,T,F,N
935,0,F,F,T,F,F,F,T,N
936,16,F,F,T,F,T,F,F,Y
937,0,F,F,T,F,F,T,F,N
938,0,F,F,T,F,F,F,T,N
939,0,F,F,T,F,F,T,F,N
940,82,F,F,T,F,T,F,F,Y
941,0,F,F,T,F,T,F,F,Y
942,42,F,F,T,F,T,F,F,Y
943,83,F,F,T,F,T,F,F,Y
944,9,F,F,T,F,T,F,F,Y
946,0,F,F,T,F,F,F,T,N
947,1,F,F,T,F,F,T,F,N
948,29,F,F,T,F,F,T,F,N
949,11,F,F,T,F,F,T,F,N
951,18,F,F,T,F,F,T,F,N
952,7,F,F,T,F,F,T,F,N
953,37,F,F,T,F,F,T,F,N
954,16,F,F,T,F,F,T,F,N
956,4,F,F,T,F,F,T,F,N
957,3,F,F,T,F,T,F,F,Y
958,25,F,F,T,F,T,F,F,Y
959,54,F,F,T,F,T,F,F,Y
961,16,F,F,T,F,T,F,F,Y
962,4,F,F,T,F,T,F,F,Y
963,23,F,F,T,F,T,F,F,Y
964,54,F,F,T,F,T,F,F,Y
966,13,F,F,T,F,T,F,F,Y
967,0,F,F,T,F,F,T,F,N
968,23,F,F,T,F,F,T,F,N
969,4,F,F,T,F,F,T,F,N
971,3,F,F,T,F,F,T,F,N
972,0,F,F,T,F,F,T,F,N
973,34,F,F,T,F,F,T,F,N
974,3,F,F,T,F,F,T,F,N
975,9,F,F,T,F,F,T,F,N
977,11,F,F,T,F,T,F,F,Y
978,39,F,F,T,F,T,F,F,Y
979,51,F,F,T,F,T,F,F,Y
981,2,F,F,T,F,T,F,F,Y
982,12,F,F,T,F,F,T,F,N
983,34,F,F,T,F,F,T,F,N
984,15,F,F,T,F,F,T,F,N
986,12,F,F,T,F,F,T,F,N
987,141,F,F,T,F,T,F,F,Y
988,82,F,F,T,F,T,F,F,Y
989,23,F,F,T,F,T,F,F,Y
991,17,F,F,T,F,T,F,F,Y
992,1,F,F,T,F,F,F,T,N
993,1,F,F,T,F,F,F,T,N
994,24,F,F,T,F,F,F,T,N
995,1,F,F,T,F,F,F,T,N
996,3,F,F,T,F,F,F,T,N
997,1,F,F,T,F,F,F,T,N
998,0,F,F,T,F,F,F,T,N
999,0,F,F,T,F,F,F,T,N
1001,0,F,F,T,F,F,F,T,N
1002,4,F,F,T,F,F,F,T,N
1003,0,F,F,T,F,F,F,T,N
1004,74,F,F,T,F,T,F,F,Y
1006,12,F,F,T,F,F,F,T,N
1007,8,F,F,T,F,T,F,F,Y
1008,4,F,F,T,F,F,T,F,N
1009,5,F,F,T,F,F,T,F,N
1010,9,F,F,T,F,T,F,F,Y
1011,5,F,F,T,F,T,F,F,Y
1012,4,F,F,T,F,F,T,F,N
1013,7,F,F,T,F,F,T,F,N
1014,4,F,F,T,F,T,F,F,Y
1015,4,F,F,T,F,F,T,F,N
1016,6,F,F,T,F,T,F,F,Y
1017,0,F,F,T,F,F,F,T,N
1018,0,F,F,T,F,F,F,T,N
1019,0,F,F,T,F,F,F,T,N
1020,1,F,F,T,F,F,F,T,N
1021,0,F,F,T,F,F,F,T,N
1022,0,F,F,T,F,F,F,T,N
1023,0,F,F,T,F,F,F,T,N
1024,1,F,F,T,F,F,F,T,N
1025,11,F,F,T,F,F,T,F,N
1026,10,F,F,T,F,T,F,F,Y
1027,0,F,F,T,F,F,T,F,N
1028,0,F,F,T,F,F,F,T,N
1029,2,F,F,T,F,F,T,F,N
1030,0,F,F,T,F,T,F,F,Y
1031,2,F,F,T,F,F,T,F,N
1032,12,F,F,T,F,F,T,F,N
1033,0,F,F,T,F,F,F,T,N
1034,43,F,F,T,F,T,F,F,Y
1035,3,F,F,T,F,F,F,T,N
1036,3,F,F,T,F,F,T,F,N
1037,27,F,F,T,F,F,T,F,N
1038,7,F,F,T,F,F,T,F,N
1039,50,F,F,T,F,T,F,F,Y
1040,70,F,F,T,F,T,F,F,Y
1041,0,F,F,T,F,T,F,F,Y
1042,1,F,F,T,F,T,F,F,Y
1043,8,F,F,T,F,F,T,F,N
1044,15,F,F,T,F,T,F,F,Y
1045,5,F,F,T,F,F,F,T,N
1047,1,F,F,T,F,F,T,F,N
1048,1,F,F,T,F,F,F,T,N
1049,2,F,F,T,F,F,F,T,N
1050,9,F,F,T,F,F,F,T,N
1051,1,F,F,T,F,F,T,F,N
1052,10,F,F,T,F,F,T,F,N
1053,0,F,F,T,F,F,F,T,N
1054,2,F,F,T,F,F,F,T,N
1055,1,F,F,T,F,F,F,T,N
1056,4,F,F,T,F,F,T,F,N
1057,11,F,F,T,F,F,F,T,N
1058,7,F,F,T,F,F,F,T,N
1059,0,F,F,T,F,F,F,T,N
1060,0,F,F,T,F,F,F,T,N
1061,3,F,F,T,F,F,T,F,N
1062,0,F,F,T,F,F,F,T,N
1063,0,F,F,T,F,F,F,T,N
1064,3,F,F,T,F,F,F,T,N
1065,0,F,F,T,F,F,F,T,N
1066,8,F,F,T,F,F,F,T,N
1067,9,F,F,T,F,F,F,T,N
1068,2,F,F,T,F,F,T,F,N
1069,24,F,F,T,F,F,T,F,N
1070,0,F,F,T,F,F,F,T,N
1071,4,F,F,T,F,F,F,T,N
1072,7,F,F,T,F,F,T,F,N
1073,2,F,F,T,F,F,F,T,N
1074,4,F,F,T,F,F,T,F,N
1075,6,F,F,T,F,F,T,F,N
1076,7,F,F,T,F,F,F,T,N
1077,2,F,F,T,F,F,F,T,N
1078,0,F,F,T,F,F,F,T,N
1079,0,F,F,T,F,F,F,T,N
1080,2,F,F,T,F,F,F,T,N
1081,0,F,F,T,F,F,F,T,N
1082,0,F,F,T,F,F,F,T,N
1083,0,F,F,T,F,F,F,T,N
1084,0,F,F,T,F,F,F,T,N
1085,3,F,F,T,F,F,T,F,N
1086,28,F,F,T,F,F,F,T,N
1087,7,F,F,T,F,F,T,F,N
1088,1,F,F,T,F,F,F,T,N
1089,8,F,F,T,F,F,T,F,N
1090,4,F,F,T,F,F,F,T,N
1091,25,F,F,T,F,F,F,T,N
1092,1,F,F,T,F,F,T,F,N
1093,1,F,F,T,F,F,F,T,N
1094,2,F,F,T,F,F,T,F,N
1095,0,F,F,T,F,F,F,T,N
1096,1,F,F,T,F,F,T,F,N
1097,1,F,F,T,F,F,F,T,N
1098,0,F,F,T,F,F,F,T,N
1099,1,F,F,T,F,F,F,T,N
1100,0,F,F,T,F,F,F,T,N
1101,9,F,F,T,F,F,T,F,N
1102,5,F,F,T,F,F,F,T,N
1103,1,F,F,T,F,F,F,T,N
1104,4,F,F,T,F,F,F,T,N
1105,0,F,F,T,F,F,F,T,N
1106,3,F,F,T,F,F,F,T,N
1107,1,F,F,T,F,F,F,T,N
1108,1,F,F,T,F,F,F,T,N
1109,0,F,F,T,F,F,T,F,N
1110,0,F,F,T,F,F,F,T,N
1111,1,F,F,T,F,F,T,F,N
1112,0,F,F,T,F,F,F,T,N
1113,0,F,F,T,F,F,T,F,N
1114,0,F,F,T,F,F,F,T,N
1115,1,F,F,T,F,F,T,F,N
1116,2,F,F,T,F,F,T,F,N
1117,1,F,F,T,F,F,F,T,N
1118,0,F,F,T,F,F,T,F,N
1119,6,F,F,T,F,F,T,F,N
1120,17,F,F,T,F,F,F,T,N
1121,19,F,F,T,F,F,F,T,N
1122,4,F,F,T,F,F,F,T,N
1123,3,F,F,T,F,F,F,T,N
1124,1,F,F,T,F,F,F,T,N
1125,1,F,F,T,F,F,F,T,N
1126,1,F,F,T,F,F,T,F,N
1127,4,F,F,T,F,F,F,T,N
1128,2,F,F,T,F,F,F,T,N
1129,0,F,F,T,F,F,T,F,N
1130,6,F,F,T,F,F,F,T,N
1131,5,F,F,T,F,F,T,F,N
1132,3,F,F,T,F,F,F,T,N
1133,3,F,F,T,F,F,F,T,N
1134,5,F,F,T,F,F,F,T,N
1135,7,F,F,T,F,F,F,T,N
1136,1,F,F,T,F,F,T,F,N
1137,3,F,F,T,F,F,F,T,N
1138,14,F,F,T,F,F,F,T,N
1139,6,F,F,T,F,F,T,F,N
1140,6,F,F,T,F,F,T,F,N
1141,3,F,F,T,F,F,F,T,N
1142,2,F,F,T,F,F,F,T,N
1143,4,F,F,T,F,F,F,T,N
1144,3,F,F,T,F,F,F,T,N
1145,2,F,F,T,F,F,F,T,N
1146,1,F,F,T,F,F,F,T,N
1147,1,F,F,T,F,F,F,T,N
1148,3,F,F,T,F,F,F,T,N
1149,3,F,F,T,F,F,F,T,N
1150,5,F,F,T,F,F,F,T,N
1151,9,F,F,T,F,F,F,T,N
1152,3,F,F,T,F,F,F,T,N
1153,1,F,F,T,F,F,F,T,N
1154,2,F,F,T,F,F,F,T,N
1155,1,F,F,T,F,F,T,F,N
1156,5,F,F,T,F,F,F,T,N
1157,2,F,F,T,F,F,F,T,N
1158,15,F,F,T,F,F,F,T,N
1159,10,F,F,T,F,F,T,F,N
1161,7,F,F,T,F,F,F,T,N
1162,3,F,F,T,F,F,F,T,N
1163,5,F,F,T,F,F,F,T,N
1164,4,F,F,T,F,F,F,T,N
1165,5,F,F,T,F,F,F,T,N
1166,6,F,F,T,F,F,F,T,N
1167,6,F,F,T,F,F,F,T,N
1168,1,F,F,T,F,F,F,T,N
1169,4,F,F,T,F,F,F,T,N
1170,5,F,F,T,F,F,F,T,N
1171,3,F,F,T,F,F,F,T,N
1172,12,F,F,T,F,F,F,T,N
1173,3,F,F,T,F,F,F,T,N
1174,2,F,F,T,F,F,F,T,N
1175,1,F,F,T,F,F,F,T,N
1176,1,F,F,T,F,F,F,T,N
1178,0,F,F,T,F,F,F,T,N
1180,13,F,F,T,F,F,T,F,N
1181,1,F,F,T,F,F,F,T,N
1182,2,F,F,T,F,F,F,T,N
1183,1,F,F,T,F,F,F,T,N
1184,1,F,F,T,F,F,F,T,N
1186,3,F,F,T,F,F,F,T,N
1187,2,F,F,T,F,F,F,T,N
1188,0,F,F,T,F,F,F,T,N
1189,4,F,F,T,F,F,F,T,N
1191,3,F,F,T,F,F,F,T,N
1195,0,F,F,T,F,F,F,T,N
1196,0,F,F,T,F,F,F,T,N
1197,1,F,F,T,F,F,F,T,N
1198,0,F,F,T,F,F,F,T,N
1199,0,F,F,T,F,F,F,T,N
1200,1,F,F,T,F,F,F,T,N
1201,1,F,F,T,F,F,F,T,N
1202,1,F,F,T,F,F,F,T,N
1203,1,F,F,T,F,F,F,T,N
1204,1,F,F,T,F,F,F,T,N
1205,0,F,F,T,F,F,F,T,N
1206,0,F,F,T,F,F,F,T,N
1208,0,F,F,T,F,F,F,T,N
1209,0,F,F,T,F,F,F,T,N
1210,0,F,F,T,F,F,F,T,N
1213,0,F,F,T,F,F,F,T,N
1214,0,F,F,T,F,F,F,T,N
1215,0,F,F,T,F,F,F,T,N
1216,0,F,F,T,F,F,F,T,N
1219,0,F,F,T,F,F,F,T,N
1220,0,F,F,T,F,F,F,T,N
1221,0,F,F,T,F,F,F,T,N
1223,0,F,F,T,F,F,F,T,N
1226,0,F,F,T,F,F,F,T,N
1228,0,F,F,T,F,F,F,T,N
1229,0,F,F,T,F,F,F,T,N
1230,0,F,F,T,F,F,F,T,N
1232,0,F,F,T,F,F,F,T,N
1233,0,F,F,T,F,F,F,T,N
1236,0,F,F,T,F,F,F,T,N
1237,0,F,F,T,F,F,F,T,N
1238,0,F,F,T,F,F,F,T,N
1239,0,F,F,T,F,F,F,T,N
1243,0,F,F,T,F,F,F,T,N
1245,0,F,F,T,F,F,F,T,N
1246,0,F,F,T,F,F,F,T,N
8,0,F,F,F,T,F,F,T,N
18,0,F,F,F,T,F,F,T,N
21,3,F,F,F,T,F,F,T,N
24,3,F,F,F,T,F,F,T,N
25,6,F,F,F,T,F,F,T,N
26,3,F,F,F,T,F,F,T,N
27,2,F,F,F,T,F,F,T,N
28,2,F,F,F,T,F,F,T,N
29,2,F,F,F,T,F,F,T,N
30,2,F,F,F,T,F,F,T,N
31,7,F,F,F,T,F,F,T,N
32,0,F,F,F,T,F,F,T,N
33,0,F,F,F,T,F,F,T,N
34,0,F,F,F,T,F,F,T,N
36,2,F,F,F,T,F,F,T,N
43,0,F,F,F,T,F,T,F,Y
44,0,F,F,F,T,T,F,F,N
45,0,F,F,F,T,T,F,F,N
46,0,F,F,F,T,F,T,F,Y
47,0,F,F,F,T,F,T,F,Y
48,0,F,F,F,T,T,F,F,N
49,0,F,F,F,T,F,F,T,N
50,1,F,F,F,T,F,F,T,N
56,0,F,F,F,T,F,F,T,N
57,0,F,F,F,T,F,F,T,N
58,0,F,F,F,T,F,F,T,N
59,0,F,F,F,T,F,F,T,N
60,1,F,F,F,T,F,F,T,N
63,1,F,F,F,T,F,F,T,N
64,2,F,F,F,T,F,F,T,N
65,1,F,F,F,T,F,F,T,N
66,4,F,F,F,T,F,F,T,N
68,1,F,F,F,T,F,F,T,N
69,3,F,F,F,T,F,F,T,N
70,5,F,F,F,T,F,F,T,N
71,0,F,F,F,T,F,F,T,N
76,0,F,F,F,T,T,F,F,N
84,0,F,F,F,T,F,T,F,Y
102,0,F,F,F,T,F,T,F,Y
103,0,F,F,F,T,T,F,F,N
105,27,F,F,F,T,F,F,T,N
107,0,F,F,F,T,F,F,T,N
123,3,F,F,F,T,T,F,F,N
124,0,F,F,F,T,F,F,T,N
125,0,F,F,F,T,F,F,T,N
128,0,F,F,F,T,T,F,F,N
129,0,F,F,F,T,T,F,F,N
130,3,F,F,F,T,F,T,F,Y
132,6,F,F,F,T,F,F,T,N
133,9,F,F,F,T,F,F,T,N
134,2,F,F,F,T,F,F,T,N
135,2,F,F,F,T,F,F,T,N
136,2,F,F,F,T,F,F,T,N
137,3,F,F,F,T,F,F,T,N
138,0,F,F,F,T,T,F,F,N
139,28,F,F,F,T,F,T,F,Y
140,1,F,F,F,T,T,F,F,N
141,2,F,F,F,T,F,F,T,N
144,0,F,F,F,T,T,F,F,N
145,0,F,F,F,T,F,T,F,Y
146,1,F,F,F,T,F,F,T,N
147,3,F,F,F,T,F,F,T,N
148,0,F,F,F,T,F,F,T,N
151,12,F,F,F,T,F,F,T,N
152,0,F,F,F,T,F,F,T,N
154,0,F,F,F,T,T,F,F,N
156,2,F,F,F,T,F,F,T,N
158,27,F,F,F,T,T,F,F,N
161,1,F,F,F,T,F,F,T,N
162,1,F,F,F,T,F,F,T,N
167,3,F,F,F,T,F,F,T,N
170,3,F,F,F,T,F,F,T,N
171,0,F,F,F,T,F,F,T,N
172,0,F,F,F,T,F,T,F,Y
173,0,F,F,F,T,T,F,F,N
175,0,F,F,F,T,T,F,F,N
176,0,F,F,F,T,F,F,T,N
177,0,F,F,F,T,F,F,T,N
178,2,F,F,F,T,F,F,T,N
179,0,F,F,F,T,T,F,F,N
180,0,F,F,F,T,F,F,T,N
181,4,F,F,F,T,F,F,T,N
182,11,F,F,F,T,F,F,T,N
183,0,F,F,F,T,F,T,F,Y
184,14,F,F,F,T,T,F,F,N
188,0,F,F,F,T,F,T,F,Y
189,0,F,F,F,T,F,T,F,Y
190,0,F,F,F,T,F,T,F,Y
191,0,F,F,F,T,T,F,F,N
192,0,F,F,F,T,F,T,F,Y
193,0,F,F,F,T,T,F,F,N
194,0,F,F,F,T,F,T,F,Y
195,0,F,F,F,T,T,F,F,N
197,0,F,F,F,T,T,F,F,N
198,0,F,F,F,T,F,F,T,N
199,0,F,F,F,T,F,T,F,Y
200,0,F,F,F,T,F,F,T,N
201,6,F,F,F,T,T,F,F,N
204,0,F,F,F,T,T,F,F,N
205,0,F,F,F,T,F,T,F,Y
207,1,F,F,F,T,F,T,F,Y
208,9,F,F,F,T,T,F,F,N
209,80,F,F,F,T,F,T,F,Y
212,10,F,F,F,T,F,T,F,Y
213,0,F,F,F,T,F,T,F,Y
214,0,F,F,F,T,F,F,T,N
215,0,F,F,F,T,F,F,T,N
216,0,F,F,F,T,T,F,F,N
217,0,F,F,F,T,F,T,F,Y
220,0,F,F,F,T,F,T,F,Y
224,0,F,F,F,T,T,F,F,N
225,0,F,F,F,T,F,F,T,N
226,0,F,F,F,T,F,F,T,N
227,0,F,F,F,T,F,F,T,N
228,0,F,F,F,T,F,F,T,N
229,0,F,F,F,T,T,F,F,N
230,5,F,F,F,T,T,F,F,N
231,0,F,F,F,T,F,F,T,N
253,19,F,F,F,T,T,F,F,N
254,7,F,F,F,T,F,T,F,Y
257,4,F,F,F,T,F,T,F,Y
287,0,F,F,F,T,F,F,T,N
290,0,F,F,F,T,F,F,T,N
291,0,F,F,F,T,F,F,T,N
292,0,F,F,F,T,F,F,T,N
293,0,F,F,F,T,F,F,T,N
294,0,F,F,F,T,F,F,T,N
295,0,F,F,F,T,F,F,T,N
296,0,F,F,F,T,F,F,T,N
297,0,F,F,F,T,F,F,T,N
298,0,F,F,F,T,F,F,T,N
299,0,F,F,F,T,F,F,T,N
300,0,F,F,F,T,F,F,T,N
301,0,F,F,F,T,F,F,T,N
302,3,F,F,F,T,F,F,T,N
307,29,F,F,F,T,F,T,F,Y
309,9,F,F,F,T,T,F,F,N
310,3,F,F,F,T,F,F,T,N
311,2,F,F,F,T,F,F,T,N
312,3,F,F,F,T,F,F,T,N
313,1,F,F,F,T,F,F,T,N
314,9,F,F,F,T,T,F,F,N
315,2,F,F,F,T,F,F,T,N
316,12,F,F,F,T,T,F,F,N
317,0,F,F,F,T,F,F,T,N
318,2,F,F,F,T,F,F,T,N
320,13,F,F,F,T,F,F,T,N
321,0,F,F,F,T,T,F,F,N
322,16,F,F,F,T,F,F,T,N
326,0,F,F,F,T,T,F,F,N
327,3,F,F,F,T,F,F,T,N
328,1,F,F,F,T,T,F,F,N
330,9,F,F,F,T,F,F,T,N
332,0,F,F,F,T,F,F,T,N
333,3,F,F,F,T,T,F,F,N
334,9,F,F,F,T,F,T,F,Y
336,0,F,F,F,T,F,F,T,N
337,11,F,F,F,T,F,T,F,Y
338,6,F,F,F,T,T,F,F,N
341,10,F,F,F,T,F,T,F,Y
342,3,F,F,F,T,F,T,F,Y
343,11,F,F,F,T,F,T,F,Y
345,0,F,F,F,T,T,F,F,N
346,0,F,F,F,T,F,F,T,N
347,0,F,F,F,T,T,F,F,N
349,0,F,F,F,T,F,T,F,Y
350,5,F,F,F,T,F,F,T,N
351,2,F,F,F,T,F,F,T,N
352,0,F,F,F,T,F,T,F,Y
353,7,F,F,F,T,F,F,T,N
355,0,F,F,F,T,T,F,F,N
357,0,F,F,F,T,T,F,F,N
358,0,F,F,F,T,T,F,F,N
359,0,F,F,F,T,F,T,F,Y
360,14,F,F,F,T,F,T,F,Y
361,0,F,F,F,T,F,T,F,Y
362,3,F,F,F,T,F,F,T,N
363,1,F,F,F,T,F,F,T,N
369,8,F,F,F,T,T,F,F,N
370,220,F,F,F,T,F,T,F,Y
372,0,F,F,F,T,F,T,F,Y
374,0,F,F,F,T,T,F,F,N
375,64,F,F,F,T,F,T,F,Y
376,0,F,F,F,T,T,F,F,N
377,42,F,F,F,T,T,F,F,N
379,0,F,F,F,T,F,F,T,N
382,29,F,F,F,T,F,T,F,Y
384,0,F,F,F,T,T,F,F,N
386,0,F,F,F,T,T,F,F,N
387,0,F,F,F,T,F,F,T,N
393,0,F,F,F,T,F,T,F,Y
399,15,F,F,F,T,F,T,F,Y
400,6,F,F,F,T,F,F,T,N
402,1,F,F,F,T,F,F,T,N
403,5,F,F,F,T,T,F,F,N
404,2,F,F,F,T,F,T,F,Y
405,0,F,F,F,T,F,T,F,Y
406,1,F,F,F,T,F,F,T,N
409,0,F,F,F,T,F,F,T,N
410,0,F,F,F,T,F,T,F,Y
411,0,F,F,F,T,F,F,T,N
413,16,F,F,F,T,F,T,F,Y
414,3,F,F,F,T,F,F,T,N
416,0,F,F,F,T,T,F,F,N
417,0,F,F,F,T,F,T,F,Y
418,0,F,F,F,T,T,F,F,N
419,0,F,F,F,T,T,F,F,N
420,8,F,F,F,T,T,F,F,N
421,0,F,F,F,T,F,F,T,N
422,0,F,F,F,T,F,T,F,Y
424,0,F,F,F,T,F,F,T,N
425,0,F,F,F,T,T,F,F,N
426,0,F,F,F,T,F,T,F,Y
427,2,F,F,F,T,F,F,T,N
428,0,F,F,F,T,T,F,F,N
431,0,F,F,F,T,F,F,T,N
435,2,F,F,F,T,F,F,T,N
436,2,F,F,F,T,F,F,T,N
437,0,F,F,F,T,F,F,T,N
438,0,F,F,F,T,T,F,F,N
439,0,F,F,F,T,F,F,T,N
440,0,F,F,F,T,F,F,T,N
441,3,F,F,F,T,F,F,T,N
442,2,F,F,F,T,F,F,T,N
443,1,F,F,F,T,F,F,T,N
445,0,F,F,F,T,F,T,F,Y
446,3,F,F,F,T,F,F,T,N
447,4,F,F,F,T,T,F,F,N
448,0,F,F,F,T,T,F,F,N
449,1,F,F,F,T,F,F,T,N
450,9,F,F,F,T,F,F,T,N
451,0,F,F,F,T,T,F,F,N
452,8,F,F,F,T,T,F,F,N
453,0,F,F,F,T,F,F,T,N
454,77,F,F,F,T,T,F,F,N
455,2,F,F,F,T,F,F,T,N
456,3,F,F,F,T,F,F,T,N
459,0,F,F,F,T,F,T,F,Y
465,0,F,F,F,T,F,T,F,Y
466,0,F,F,F,T,F,T,F,Y
467,0,F,F,F,T,T,F,F,N
468,0,F,F,F,T,T,F,F,N
469,0,F,F,F,T,F,T,F,Y
483,0,F,F,F,T,F,F,T,N
484,5,F,F,F,T,F,F,T,N
508,0,F,F,F,T,F,F,T,N
511,0,F,F,F,T,F,T,F,Y
529,2,F,F,F,T,T,F,F,N
531,1,F,F,F,T,F,F,T,N
532,3,F,F,F,T,F,F,T,N
533,27,F,F,F,T,F,T,F,Y
534,1,F,F,F,T,F,F,T,N
535,0,F,F,F,T,F,F,T,N
540,0,F,F,F,T,F,F,T,N
541,0,F,F,F,T,F,F,T,N
547,1,F,F,F,T,F,F,T,N
548,3,F,F,F,T,F,F,T,N
549,1,F,F,F,T,F,F,T,N
551,7,F,F,F,T,F,T,F,Y
552,25,F,F,F,T,F,T,F,Y
553,14,F,F,F,T,T,F,F,N
554,0,F,F,F,T,F,T,F,Y
555,1,F,F,F,T,F,F,T,N
556,10,F,F,F,T,F,F,T,N
557,0,F,F,F,T,F,F,T,N
558,0,F,F,F,T,F,F,T,N
559,0,F,F,F,T,F,T,F,Y
560,0,F,F,F,T,F,T,F,Y
561,5,F,F,F,T,T,F,F,N
562,10,F,F,F,T,F,T,F,Y
565,7,F,F,F,T,T,F,F,N
566,103,F,F,F,T,F,T,F,Y
568,0,F,F,F,T,F,F,T,N
577,0,F,F,F,T,F,F,T,N
579,11,F,F,F,T,F,F,T,N
580,0,F,F,F,T,F,T,F,Y
581,3,F,F,F,T,T,F,F,N
582,22,F,F,F,T,F,T,F,Y
583,0,F,F,F,T,T,F,F,N
584,85,F,F,F,T,F,T,F,Y
586,1,F,F,F,T,F,F,T,N
587,3,F,F,F,T,F,T,F,Y
588,0,F,F,F,T,T,F,F,N
607,0,F,F,F,T,T,F,F,N
608,1,F,F,F,T,F,F,T,N
609,18,F,F,F,T,T,F,F,N
616,12,F,F,F,T,F,T,F,Y
620,87,F,F,F,T,T,F,F,N
622,9,F,F,F,T,T,F,F,N
623,9,F,F,F,T,F,T,F,Y
624,0,F,F,F,T,F,T,F,Y
625,0,F,F,F,T,T,F,F,N
628,0,F,F,F,T,F,T,F,Y
629,9,F,F,F,T,F,F,T,N
631,1,F,F,F,T,F,F,T,N
632,0,F,F,F,T,F,T,F,Y
633,5,F,F,F,T,T,F,F,N
634,0,F,F,F,T,F,F,T,N
635,0,F,F,F,T,T,F,F,N
636,0,F,F,F,T,F,F,T,N
637,4,F,F,F,T,F,F,T,N
638,2,F,F,F,T,F,F,T,N
639,1,F,F,F,T,F,F,T,N
640,0,F,F,F,T,F,T,F,Y
644,8,F,F,F,T,T,F,F,N
646,0,F,F,F,T,F,F,T,N
647,11,F,F,F,T,T,F,F,N
649,0,F,F,F,T,F,T,F,Y
650,0,F,F,F,T,F,F,T,N
651,0,F,F,F,T,F,F,T,N
653,0,F,F,F,T,F,F,T,N
654,3,F,F,F,T,T,F,F,N
656,0,F,F,F,T,F,T,F,Y
657,1,F,F,F,T,F,F,T,N
659,0,F,F,F,T,F,T,F,Y
663,1,F,F,F,T,T,F,F,N
664,38,F,F,F,T,F,T,F,Y
665,5,F,F,F,T,T,F,F,N
666,7,F,F,F,T,F,T,F,Y
668,2,F,F,F,T,F,F,T,N
670,0,F,F,F,T,T,F,F,N
673,13,F,F,F,T,F,T,F,Y
675,0,F,F,F,T,F,F,T,N
678,2,F,F,F,T,F,F,T,N
679,0,F,F,F,T,T,F,F,N
680,1,F,F,F,T,F,F,T,N
681,17,F,F,F,T,F,T,F,Y
682,3,F,F,F,T,F,F,T,N
683,0,F,F,F,T,F,F,T,N
684,19,F,F,F,T,T,F,F,N
686,0,F,F,F,T,F,F,T,N
688,5,F,F,F,T,F,F,T,N
689,1,F,F,F,T,F,F,T,N
690,0,F,F,F,T,F,F,T,N
691,0,F,F,F,T,F,F,T,N
692,0,F,F,F,T,F,F,T,N
693,0,F,F,F,T,T,F,F,N
694,0,F,F,F,T,F,F,T,N
696,0,F,F,F,T,F,F,T,N
697,2,F,F,F,T,F,F,T,N
701,6,F,F,F,T,F,F,T,N
702,0,F,F,F,T,T,F,F,N
703,0,F,F,F,T,F,T,F,Y
704,0,F,F,F,T,T,F,F,N
705,0,F,F,F,T,F,T,F,Y
706,27,F,F,F,T,T,F,F,N
708,17,F,F,F,T,F,T,F,Y
709,45,F,F,F,T,F,F,T,N
710,0,F,F,F,T,T,F,F,N
711,1,F,F,F,T,F,F,T,N
712,8,F,F,F,T,F,F,T,N
714,0,F,F,F,T,F,F,T,N
715,0,F,F,F,T,T,F,F,N
717,41,F,F,F,T,F,T,F,Y
718,0,F,F,F,T,F,T,F,Y
719,0,F,F,F,T,T,F,F,N
